,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
306,Had to take my older boy to the hospital today for post #COVID19 assessment; all perfect-thanks God! All staff so polite and professional! Thank you all so much @ULHospitals ♥️,1466901221332209668,2021-12-03 22:44:39,1317,take older boy hospit today post covid assess perfect thank god staff polit profession thank much,0
307,@rtenews fresh restrictions on hospitality - thank you for ensuring I will vote @sinnfeinireland next time Michal Martin #COVID19 #Ireland,1466901217783828480,2021-12-03 22:44:38,1,fresh restrict hospit thank ensur vote next time michal martin covid ireland,0
308,"#Cancer during this awful #COVID19 pandemic has been and currently is the worst combination imaginable. Mam is currently in hospital, the staff are amazing to her, but the lack of information being given to us as her family, care givers, next of Kin is so frustrating 😢",1466901107481919492,2021-12-03 22:44:12,8,cancer aw covid pandem current worst combin imagin mam current hospit staff amaz lack inform given us famili care giver next kin frustrat,0
309,"South Africa reports 16,000 new COVID-19 cases and sharp rise in hospitalizations.
Yesterday South africa reported 11,000 cases and 3 days back it is 2000

Positivity rate is 24.7%

#OmicronVariant #COVID19 #Omicron",1466901079493283843,2021-12-03 22:44:05,261,south africa report new covid case sharp rise hospit yesterday south africa report case day back posit rate omicronvari covid omicron,0
310,"@GOPChairwoman I think you had #COVID19 

I also think you took #CovidVaccine 

Now I am sure #COVID19 has infected your brain and there is no cure available for brain damaged by #COVID19",1466901014993248256,2021-12-03 22:43:50,2314,think covid also think took covidvaccin sure covid infect brain cure avail brain damag covid,0
311,Kudos and a big shout out to .@DelhiAirport for responding to public's tweets guiding them about #travel and new #covid19 rules. Keep it up! #international #omicron #India,1466901002406096897,2021-12-03 22:43:47,712,kudo big shout respond public tweet guid travel new covid rule keep intern omicron india,0
312,"I am still unvaccinated and am curious to find out what my followers are:

#CovidVaccine #COVID19",1466900928280285184,2021-12-03 22:43:29,385,still unvaccin curiou find follow covidvaccin covid,0
313,"How many people are mourning loved ones…160,000 dead in GB … 160,000 take that number in thoughts with all those who are missing loved ones #COVID19 #TheView #lockdown",1466900864224931849,2021-12-03 22:43:14,11,mani peopl mourn love one dead gb take number thought miss love one covid theview lockdown,0
314,"#COVID19 vaccines are the new Netflix

Both subscription services give you a sugar hit, but ultimately are a waste of time

#NoVaccinePassports 
#NoVaccineMandates 
#EnoughIsEnough",1466900863671103491,2021-12-03 22:43:14,32,covid vaccin new netflixboth subscript servic give sugar hit ultim wast time novaccinepassport novaccinemand enoughisenough,0
315,"@JoeBiden I want for everyone to stop all of the fucking bullshit &amp; to do everything humanly possible (within reason) to get this pandemic under control. I'm so damn tired, guys. I refuse to let covid control my life as it has any longer, yet I still need to be safe. #WTFAmerica #COVID19",1466900792447848455,2021-12-03 22:42:57,283,want everyon stop fuck bullshit amp everyth humanli possibl within reason get pandem control damn tire guy refus let covid control life longer yet still need safe wtfamerica covid,0
316,"@porscheFanNYC He might* have some potential in slowly waking ⬆️ to truth…IF his corporate overlord handlers don’t get to him/shut it down bf he starts digging further into government corruption 
@TheDailyShow 
#NWO 
#GreatReset 
#COVID19 
#Covid_19",1466900633915645956,2021-12-03 22:42:19,1005,might potenti slowli wake truth corpor overlord handler get shut bf start dig govern corrupt nwo greatreset covid covid _,0
317,"A new preprint suggests the #OmicronVariant is causing more infections in people who have recovered from an earlier bout with the #COVID19 virus, one sign that the new variant is able to escape at least some of the immune system’s defenses.",1466900360421851139,2021-12-03 22:41:14,450,new preprint suggest omicronvari caus infect peopl recov earlier bout covid viru one sign new variant abl escap least immun system defens,0
318,"We are now in the 4th wave with exponential spread.
Yet health care workers will drop on 1st Jan 2022, with 2252 unplaced ComServs and 384 unfunded Interns.
@HealthZA who will swob your PUIs? MOs? Registrars? Consultants? LOL.

#DoctorsInLimbo
#COVID19 #Omicron",1466900296999882752,2021-12-03 22:40:59,11,th wave exponenti spread yet health care worker drop st jan unplac comserv unfund intern swob pui mo registrar consult lol doctorsinlimbo covid omicron,0
319,"49,858 new cases and 127 new deaths in France 

[23:40 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466900289538215938,2021-12-03 22:40:57,1256,new case new death franc gmt coronaviru coronavirusupd covid coronaviruspandem,0
320,"@MaryKenny4 Don’t believe it is necessary.
The economy and the fabric of life here is being sacrificed to ‘save’ a health service that was ailing pre #COVID19 and the reputations of those tasked with managing that service.
The mood here is very grim right now.",1466900189998981122,2021-12-03 22:40:33,9437,believ necessari economi fabric life sacrif save health servic ail pre covid reput task manag servic mood grim right,0
321,"liberal news top 3 stories in exact order:

1) vaccine is not effective against #Omicron 

2) pfizer seeks to alter vaccine to make it effective against #COVID19 and #Omicron 

3) president biden speaks about the new variant and encourages people to get vaccinated

🤡🌎😂",1466900138559950849,2021-12-03 22:40:21,2,liber news top stori exact order vaccin effect omicron pfizer seek alter vaccin make effect covid omicron presid biden speak new variant encourag peopl get vaccin,0
322,"@afpfr Like Spanish Flu, an ultimate mutant will end the pandemic, highly contagious and harmless. For viruses, our bodies are like planet Earth and they need to keep it alive : green evolutionism #WHO #COVID19 #Omicron #OmicronVariant",1466900024344911879,2021-12-03 22:39:54,17,like spanish flu ultim mutant end pandem highli contagi harmless virus bodi like planet earth need keep aliv green evolution covid omicron omicronvari,0
323,"The science is clear. Vaccines lower the spread of #COVID19 #GetVaccinated. 

Getting vaccinated and following public health guidelines like mask wearing are essential as we work to understand Omicron and defeat this virus.",1466899798166884354,2021-12-03 22:39:00,79295,scienc clear vaccin lower spread covid getvaccin get vaccin follow public health guidelin like mask wear essenti work understand omicron defeat viru,0
324,@sorchanm @rebeccabarr28 @sinead_ryan @fiannafailparty @FineGael @rtenews it is obviously clear that you do not understand the failure of past &amp; present government @fiannafailparty @FineGael regarding our health system and how the present restrictions are counter productive damaging our economy and livelihoods #COVID19,1466899766105845760,2021-12-03 22:38:52,854,obvious clear understand failur past amp present govern regard health system present restrict counter product damag economi livelihood covid,0
325,"We all know now it isn't about 'our' health 

Its about a NWO takeover. All the MP'S have been bought and paid for.
#COVID19
#NoVaccinePassports 
#wearescrewed
#Unite
#together",1466899754244358147,2021-12-03 22:38:49,154,know health nwo takeov mp bought paid covid novaccinepassport wearescrew unit togeth,0
326,"@SteveBellone people are dropping like flies from #COVID19 in our public schools - again! 
Where. Are. The. Vaccination. Numbers ?!?!?
This is a public health issue - not a “personal choice”",1466899729778974723,2021-12-03 22:38:43,2141,peopl drop like fli covid public school vaccin number public health issu person choic,0
327,@garyhgoodridge How about kill? Does that make your list ? Protect your friends and neighbors. #vaccinate  #COVID19 #protect #USA,1466899601101926402,2021-12-03 22:38:13,298,kill make list protect friend neighbor vaccin covid protect usa,0
328,"@thoughts_ohio The US #COVID19 death toll is 777,000.
You are really, really bad at math.
What fake news source did you get your numbers from, or do you make them up yourself?",1466899578490441734,2021-12-03 22:38:07,2540,us covid death toll realli realli bad math fake news sourc get number make,0
329,"@WITWN2021 @JesseKellyDC 98.5% - that is the case survival rate of #COVID19  since the beginning (USA)

97.2% - that is the survival rate of those taking the #vaccine (from #VAERS data - USA)😆🤷🏻‍♂️",1466899484735119365,2021-12-03 22:37:45,1232,case surviv rate covid sinc begin usa surviv rate take vaccin vaer data usa,0
330,We need to make boosters readily available to everyone who had their last shot 6+ months ago. Inaction is inexcusable 2 years into a pandemic. #onpoli #COVID19 #CovidVaccine,1466899367047147526,2021-12-03 22:37:17,85,need make booster readili avail everyon last shot month ago inact inexcus year pandem onpoli covid covidvaccin,0
331,"@mshaverin @ProfessorFergus #CoViD19 is aerosol, not airborne. It requires propulsion (cough or sneeze) to leave a host, can only travel as far as the propulsion takes it (about a metre) and then falls to a surface and soon dies. The suggestion that it is airborne is just more coercive, controlling cowdung.",1466899274923393030,2021-12-03 22:36:55,877,covid aerosol airborn requir propuls cough sneez leav host travel far propuls take metr fall surfac soon die suggest airborn coerciv control cowdung,0
332,"@Allie_Elisabeth @BullyCreative Touching but I also remember when people gathered after Sandy Hook or to cheer on health care workers at the beginning of #COVID19.

We need these preventable tragedies &amp; the shared sense of loss that follows to inspire enduring policy change. Otherwise we’ll be back here again.",1466899206812180485,2021-12-03 22:36:39,7157,touch also rememb peopl gather sandi hook cheer health care worker begin covid need prevent tragedi amp share sens loss follow inspir endur polici chang otherwis back,0
333,"@Peter66856325 #SARS_CoV_1 vaxxes failed miserably during testing, I’m led to believe. #COVID19 has caused  some Governments to provide emergency approval and all Governments to open up their wallets, which has incentivised #BigPharma.",1466899098397597703,2021-12-03 22:36:13,593,sars_cov _ vaxx fail miser test led believ covid caus govern provid emerg approv govern open wallet incentivis bigpharma,0
